review,Sentiment
Wonderfully beautiful exciting and educational,Positive
good but not give synonym of search words,Neutral
this is so so easy to understand English meanings,Positive
wonderful companion to writing definitions when I need differing opinions to the others,Positive
I hate this app.Urgh! Most words i type are not on this dictionary.It is useless.completely useless!!!!,Negative
informative with a very good breakdown of the word...,Positive
This app contains a lot of good information.,Positive
"It's so useful and it's help us to know different words , spellings and words that we don't know thanks to the person who created this he/she is useful Thank you so much now i know alot about words",Positive
Garbage dictionary just waste your time and your mobile will also get waste,Negative
3rd class app not showing proper result. Just waste of time,Negative
Very useful app and easy to use,Positive
Nice dictionary for intermediate level speaker,Positive
Great features and pleasant experience,Positive
This aap is very nice i can search any spelling with this aap it give me answer in few seconds,Positive
I have had an extraordinary experience using this app it is just awesome,Positive
Helps perfect in terms of education,Positive
fantastic and easy to use,Positive
"lots of time waste when serching,add always disturb other wise nice this",Negative
Great app so far I enjoy always using it Thanks to the developer,Positive
"Is full of rubbish,cant search for simple words,is a total wast of datay",Negative
very knowledgeable app to find meaning.great dictionary,Positive
very knowledgeable app to find meaning,Positive
It is a great app to learn new words,Positive
Really It is one of the best English Dictionary!!!,Positive
Quite good for reference in matters of finding the meaning of any word.,Positive
Its a gud apps for finding word meaning rather than oother aaps.,Positive
Awesome l can't express how grateful I am a grade 7 it is useful,Positive
This application is actually good for those who really want to learn ENGLISH,Positive
So interesting and easy to use,Positive
useful and easy to use,Positive
very very slow. Not working at all,Bug Report
It's good but l can't use it offline,Neutral
awesome fast and very clear,Positive
Awesome app this very useful to childrens also,Positive
Very bad For PRONUNCIATION and FREE ADDS this much cost!!! ,Negative
"Very useful,comes in handy whenever m studying",Positive
"Is a good dictionary, all words are in english.",Positive
very helful. especially for those who are sitting for gcse exams. huge word collection.,Positive
Incredible Fast nd reallable very educational also facinating much helpfull,Positive
It is a wonderful app,Positive
This dictionary is very useful for all.,Positive
It is a wonderful dictionary and also it helps me too much,Positive
This is best app for person who want to learn english,Positive
wow it is a very good dictionary app and it helps my son to understand the word very easy. So I rated 5 stars.,Positive
It is a very nice app with lot thinks to learn,Positive
"Its useful, handy and practical.",Positive
Very good dictionary it helped me very well,Positive
Very bad application always asked for premium,Negative
"very interesting, with this app, i have not touched my dictionary book for a year now.",Positive
Awesome !!! Very educating and inherently necessary. Thanks.,Positive
The widget for the app doesn't seem to work.,Bug Report
Waste app showing only adds.And premier pack,Negative
Useless doesn't work fake fake very bad....,Negative
Nice dictionary app I am satisfied this app and helpful,Positive
